Order Date,Sales,year,month,day,dayofweek,quarter,lag_1,lag_7,rolling_mean_7
2014-03-18,28106.716,2014.0,3.0,18.0,1.0,1.0,3960.358,1561.062,5239.799428571429
2014-03-19,590.762,2014.0,3.0,19.0,2.0,1.0,28106.716,741.956,5218.200285714286
2014-03-21,4109.816,2014.0,3.0,21.0,4.0,1.0,590.762,918.314,5674.129142857143
2014-03-22,464.09299999999996,2014.0,3.0,22.0,5.0,1.0,4109.816,2108.55,5439.206714285714
2014-03-23,945.064,2014.0,3.0,23.0,6.0,1.0,464.09299999999996,370.78200000000004,5521.247
2014-03-24,65.38,2014.0,3.0,24.0,0.0,1.0,945.064,471.92,5463.169857142858
2014-03-25,459.146,2014.0,3.0,25.0,1.0,1.0,65.38,3960.358,4962.996714285715
2014-03-26,145.13,2014.0,3.0,26.0,2.0,1.0,459.146,28106.716,968.4844285714286
2014-03-28,1823.8039999999999,2014.0,3.0,28.0,4.0,1.0,145.13,590.762,1144.6332857142856
2014-03-29,890.841,2014.0,3.0,29.0,5.0,1.0,1823.8039999999999,4109.816,684.7797142857142
2014-03-30,1170.3220000000001,2014.0,3.0,30.0,6.0,1.0,890.841,464.09299999999996,785.6695714285714
2014-03-31,1959.552,2014.0,3.0,31.0,0.0,1.0,1170.3220000000001,945.064,930.5964285714284
2014-04-01,119.88799999999999,2014.0,4.0,1.0,1.0,2.0,1959.552,65.38,938.3832857142855
2014-04-02,1458.558,2014.0,4.0,2.0,2.0,2.0,119.88799999999999,459.146,1081.1564285714285
2014-04-03,233.45,2014.0,4.0,3.0,3.0,2.0,1458.558,145.13,1093.7735714285714
2014-04-04,475.844,2014.0,4.0,4.0,4.0,2.0,233.45,1823.8039999999999,901.207857142857
2014-04-05,5295.098000000001,2014.0,4.0,5.0,5.0,2.0,475.844,890.841,1530.3874285714285
2014-04-06,1650.69,2014.0,4.0,6.0,6.0,2.0,5295.098000000001,1170.3220000000001,1599.0114285714285
2014-04-07,1021.1700000000001,2014.0,4.0,7.0,0.0,2.0,1650.69,1959.552,1464.9568571428572
2014-04-08,1958.75,2014.0,4.0,8.0,1.0,2.0,1021.1700000000001,119.88799999999999,1727.6514285714286
2014-04-11,1915.24,2014.0,4.0,11.0,4.0,2.0,1958.75,1458.558,1792.8917142857142
2014-04-12,1912.123,2014.0,4.0,12.0,5.0,2.0,1915.24,233.45,2032.702142857143
2014-04-13,638.576,2014.0,4.0,13.0,6.0,2.0,1912.123,475.844,2055.9495714285717
2014-04-15,294.71999999999997,2014.0,4.0,15.0,1.0,2.0,638.576,5295.098000000001,1341.609857142857
2014-04-16,39.072,2014.0,4.0,16.0,2.0,2.0,294.71999999999997,1650.69,1111.3787142857143
2014-04-18,1020.532,2014.0,4.0,18.0,4.0,2.0,39.072,1021.1700000000001,1111.2875714285715
2014-04-19,205.47,2014.0,4.0,19.0,5.0,2.0,1020.532,1958.75,860.8190000000001
2014-04-20,1250.45,2014.0,4.0,20.0,6.0,2.0,205.47,1915.24,765.849
2014-04-21,845.36,2014.0,4.0,21.0,0.0,2.0,1250.45,1912.123,613.4542857142858
2014-04-22,257.752,2014.0,4.0,22.0,1.0,2.0,845.36,638.576,559.0508571428571
2014-04-23,643.98,2014.0,4.0,23.0,2.0,2.0,257.752,294.71999999999997,608.9451428571429
2014-04-25,2379.9939999999997,2014.0,4.0,25.0,4.0,2.0,643.98,39.072,943.3625714285714
2014-04-26,282.568,2014.0,4.0,26.0,5.0,2.0,2379.9939999999997,1020.532,837.9391428571428
2014-04-28,2578.476,2014.0,4.0,28.0,0.0,2.0,282.568,205.47,1176.94
2014-04-29,768.8439999999999,2014.0,4.0,29.0,1.0,2.0,2578.476,1250.45,1108.1391428571428
2014-04-30,1048.74,2014.0,4.0,30.0,2.0,2.0,768.8439999999999,845.36,1137.1934285714285
2014-05-02,506.12,2014.0,5.0,2.0,4.0,2.0,1048.74,257.752,1172.6745714285714
2014-05-03,72.632,2014.0,5.0,3.0,5.0,2.0,506.12,643.98,1091.0534285714286
2014-05-04,187.43200000000002,2014.0,5.0,4.0,6.0,2.0,72.632,2379.9939999999997,777.8302857142857
2014-05-05,260.977,2014.0,5.0,5.0,0.0,2.0,187.43200000000002,282.568,774.7458571428571
2014-05-06,254.456,2014.0,5.0,6.0,1.0,2.0,260.977,2578.476,442.743
2014-05-07,1091.35,2014.0,5.0,7.0,2.0,2.0,254.456,768.8439999999999,488.8152857142856
2014-05-08,1799.97,2014.0,5.0,8.0,3.0,2.0,1091.35,1048.74,596.1338571428571
2014-05-09,394.48,2014.0,5.0,9.0,4.0,2.0,1799.97,506.12,580.1852857142857
2014-05-10,2343.799,2014.0,5.0,10.0,5.0,2.0,394.48,72.632,904.6377142857143
2014-05-11,1642.802,2014.0,5.0,11.0,6.0,2.0,2343.799,187.43200000000002,1112.5477142857142
2014-05-12,734.846,2014.0,5.0,12.0,0.0,2.0,1642.802,260.977,1180.2432857142855
2014-05-13,898.382,2014.0,5.0,13.0,1.0,2.0,734.846,254.456,1272.2327142857143
2014-05-14,310.88,2014.0,5.0,14.0,2.0,2.0,898.382,1091.35,1160.7369999999999
2014-05-16,289.28,2014.0,5.0,16.0,4.0,2.0,310.88,1799.97,944.9241428571429
2014-05-17,91.68,2014.0,5.0,17.0,5.0,2.0,289.28,394.48,901.667
2014-05-18,948.9480000000001,2014.0,5.0,18.0,6.0,2.0,91.68,2343.799,702.4025714285715
2014-05-19,91.62,2014.0,5.0,19.0,0.0,2.0,948.9480000000001,1642.802,480.8051428571429
2014-05-20,320.10400000000004,2014.0,5.0,20.0,1.0,2.0,91.62,734.846,421.5562857142857
2014-05-21,4264.3279999999995,2014.0,5.0,21.0,2.0,2.0,320.10400000000004,898.382,902.4057142857143
2014-05-22,180.93,2014.0,5.0,22.0,3.0,2.0,4264.3279999999995,310.88,883.8414285714287
2014-05-23,323.75800000000004,2014.0,5.0,23.0,4.0,2.0,180.93,289.28,888.7668571428572
2014-05-24,116.28,2014.0,5.0,24.0,5.0,2.0,323.75800000000004,91.68,892.2811428571429
2014-05-25,119.53999999999999,2014.0,5.0,25.0,6.0,2.0,116.28,948.9480000000001,773.7942857142856
2014-05-26,1325.718,2014.0,5.0,26.0,0.0,2.0,119.53999999999999,91.62,950.0939999999999
2014-05-27,2157.394,2014.0,5.0,27.0,1.0,2.0,1325.718,320.10400000000004,1212.564
2014-05-28,221.96800000000002,2014.0,5.0,28.0,2.0,2.0,2157.394,4264.3279999999995,635.084
2014-05-30,1924.913,2014.0,5.0,30.0,4.0,2.0,221.96800000000002,180.93,884.2244285714286
2014-05-31,773.7,2014.0,5.0,31.0,5.0,2.0,1924.913,323.75800000000004,948.5018571428571
2014-06-01,5188.5199999999995,2014.0,6.0,1.0,6.0,2.0,773.7,116.28,1673.1075714285714
2014-06-02,738.598,2014.0,6.0,2.0,0.0,2.0,5188.5199999999995,119.53999999999999,1761.5444285714282
2014-06-03,741.336,2014.0,6.0,3.0,1.0,2.0,738.598,1325.718,1678.0612857142858
2014-06-04,456.272,2014.0,6.0,4.0,2.0,2.0,741.336,2157.394,1435.043857142857
2014-06-06,1374.0010000000002,2014.0,6.0,6.0,4.0,2.0,456.272,221.96800000000002,1599.6199999999997
2014-06-07,281.397,2014.0,6.0,7.0,5.0,2.0,1374.0010000000002,1924.913,1364.832
2014-06-08,2501.264,2014.0,6.0,8.0,6.0,2.0,281.397,773.7,1611.626857142857
2014-06-09,5463.008,2014.0,6.0,9.0,0.0,2.0,2501.264,5188.5199999999995,1650.8394285714287
2014-06-10,491.55,2014.0,6.0,10.0,1.0,2.0,5463.008,738.598,1615.546857142857
2014-06-13,14.52,2014.0,6.0,13.0,4.0,2.0,491.55,741.336,1511.7160000000001
2014-06-14,212.94,2014.0,6.0,14.0,5.0,2.0,14.52,456.272,1476.9542857142858
2014-06-15,942.9739999999999,2014.0,6.0,15.0,6.0,2.0,212.94,1374.0010000000002,1415.3790000000001
2014-06-16,763.792,2014.0,6.0,16.0,0.0,2.0,942.9739999999999,281.397,1484.2925714285716
2014-06-17,3418.5020000000004,2014.0,6.0,17.0,1.0,2.0,763.792,2501.264,1615.3265714285715
2014-06-18,139.8,2014.0,6.0,18.0,2.0,2.0,3418.5020000000004,5463.008,854.8682857142858
2014-06-20,1828.9496,2014.0,6.0,20.0,4.0,2.0,139.8,491.55,1045.9253714285715
2014-06-21,4107.443,2014.0,6.0,21.0,5.0,2.0,1828.9496,14.52,1630.6286571428573
2014-06-22,1975.498,2014.0,6.0,22.0,6.0,2.0,4107.443,212.94,1882.4226571428571
2014-06-23,109.49600000000001,2014.0,6.0,23.0,0.0,2.0,1975.498,942.9739999999999,1763.3543714285715
2014-06-24,4.272,2014.0,6.0,24.0,1.0,2.0,109.49600000000001,763.792,1654.8515142857143
2014-06-25,792.76,2014.0,6.0,25.0,2.0,2.0,4.272,3418.5020000000004,1279.7455142857143
2014-06-27,616.14,2014.0,6.0,27.0,4.0,2.0,792.76,139.8,1347.7940857142858
2014-06-28,1645.791,2014.0,6.0,28.0,5.0,2.0,616.14,1828.9496,1321.6285714285714
2014-06-29,46.68,2014.0,6.0,29.0,6.0,2.0,1645.791,4107.443,741.5195714285713
2014-06-30,739.624,2014.0,6.0,30.0,0.0,2.0,46.68,1975.498,564.9661428571428
2014-07-01,601.0239999999999,2014.0,7.0,1.0,1.0,3.0,739.624,109.49600000000001,635.1844285714285
2014-07-02,79.56,2014.0,7.0,2.0,2.0,3.0,601.0239999999999,4.272,645.9398571428571
2014-07-04,247.40800000000002,2014.0,7.0,4.0,4.0,3.0,79.56,792.76,568.0324285714285
2014-07-05,1444.104,2014.0,7.0,5.0,5.0,3.0,247.40800000000002,616.14,686.313
2014-07-06,1038.472,2014.0,7.0,6.0,6.0,3.0,1444.104,1645.791,599.5531428571428
2014-07-07,241.19400000000002,2014.0,7.0,7.0,0.0,3.0,1038.472,46.68,627.3408571428571
2014-07-08,763.0740000000001,2014.0,7.0,8.0,1.0,3.0,241.19400000000002,739.624,630.690857142857
2014-07-09,265.521,2014.0,7.0,9.0,2.0,3.0,763.0740000000001,601.0239999999999,582.7618571428571
2014-07-11,2187.206,2014.0,7.0,11.0,4.0,3.0,265.521,79.56,883.8541428571428
2014-07-12,1960.012,2014.0,7.0,12.0,5.0,3.0,2187.206,247.40800000000002,1128.511857142857
2014-07-13,351.216,2014.0,7.0,13.0,6.0,3.0,1960.012,1444.104,972.3850000000001
2014-07-14,292.594,2014.0,7.0,14.0,0.0,3.0,351.216,1038.472,865.831
2014-07-15,9.51,2014.0,7.0,15.0,1.0,3.0,292.594,241.19400000000002,832.7332857142858
2014-07-18,273.04,2014.0,7.0,18.0,4.0,3.0,9.51,763.0740000000001,762.7284285714287
2014-07-19,461.326,2014.0,7.0,19.0,5.0,3.0,273.04,265.521,790.7005714285715
2014-07-20,2285.786,2014.0,7.0,20.0,6.0,3.0,461.326,2187.206,804.7834285714287
2014-07-21,1961.482,2014.0,7.0,21.0,0.0,3.0,2285.786,1960.012,804.9934285714286
2014-07-22,1348.344,2014.0,7.0,22.0,1.0,3.0,1961.482,351.216,947.4402857142858
2014-07-23,2613.1839999999997,2014.0,7.0,23.0,2.0,3.0,1348.344,292.594,1278.9531428571427
2014-07-25,8341.289999999999,2014.0,7.0,25.0,4.0,3.0,2613.1839999999997,9.51,2469.2074285714284
2014-07-26,5039.994,2014.0,7.0,26.0,5.0,3.0,8341.289999999999,273.04,3150.200857142857
2014-07-27,580.06,2014.0,7.0,27.0,6.0,3.0,5039.994,461.326,3167.162857142857
2014-07-28,193.152,2014.0,7.0,28.0,0.0,3.0,580.06,2285.786,2868.215142857143
2014-07-30,1367.84,2014.0,7.0,30.0,2.0,3.0,193.152,1961.482,2783.4091428571433
2014-08-01,228.328,2014.0,8.0,1.0,4.0,3.0,1367.84,1348.344,2623.406857142857
2014-08-02,886.28,2014.0,8.0,2.0,5.0,3.0,228.328,2613.1839999999997,2376.7062857142855
2014-08-03,477.994,2014.0,8.0,3.0,6.0,3.0,886.28,8341.289999999999,1253.3782857142858
2014-08-04,2743.154,2014.0,8.0,4.0,0.0,3.0,477.994,5039.994,925.258285714286
2014-08-05,2408.7239999999997,2014.0,8.0,5.0,1.0,3.0,2743.154,580.06,1186.4960000000003
2014-08-06,262.89,2014.0,8.0,6.0,2.0,3.0,2408.7239999999997,193.152,1196.4585714285718
2014-08-08,3955.629,2014.0,8.0,8.0,4.0,3.0,262.89,1367.84,1566.1427142857144
2014-08-09,3605.6850000000004,2014.0,8.0,9.0,5.0,3.0,3955.629,228.328,2048.622285714286
2014-08-11,451.62,2014.0,8.0,11.0,0.0,3.0,3605.6850000000004,886.28,1986.5280000000002
2014-08-12,1832.38,2014.0,8.0,12.0,1.0,3.0,451.62,477.994,2180.011714285715
2014-08-15,842.7819999999999,2014.0,8.0,15.0,4.0,3.0,1832.38,2743.154,1908.5300000000004
2014-08-16,853.092,2014.0,8.0,16.0,5.0,3.0,842.7819999999999,2408.7239999999997,1686.2968571428576
2014-08-17,500.342,2014.0,8.0,17.0,6.0,3.0,853.092,262.89,1720.2185714285715
2014-08-19,1439.106,2014.0,8.0,19.0,1.0,3.0,500.342,3955.629,1360.715285714286
2014-08-20,1838.722,2014.0,8.0,20.0,2.0,3.0,1439.106,3605.6850000000004,1108.2920000000001
2014-08-22,23.104,2014.0,8.0,22.0,4.0,3.0,1838.722,451.62,1047.0754285714288
2014-08-23,565.224,2014.0,8.0,23.0,5.0,3.0,23.104,1832.38,866.0531428571431
2014-08-24,59.74,2014.0,8.0,24.0,6.0,3.0,565.224,842.7819999999999,754.1900000000003
2014-08-25,1451.6499999999999,2014.0,8.0,25.0,0.0,3.0,59.74,853.092,839.6982857142859
2014-08-26,366.81,2014.0,8.0,26.0,1.0,3.0,1451.6499999999999,500.342,820.622285714286
2014-08-27,2070.13,2014.0,8.0,27.0,2.0,3.0,366.81,1439.106,910.7685714285716
2014-08-29,832.3225,2014.0,8.0,29.0,4.0,3.0,2070.13,1838.722,766.9972142857144
2014-08-30,121.24,2014.0,8.0,30.0,5.0,3.0,832.3225,23.104,781.016642857143
2014-08-31,92.52,2014.0,8.0,31.0,6.0,3.0,121.24,565.224,713.4875000000002
2014-09-01,469.436,2014.0,9.0,1.0,0.0,3.0,92.52,59.74,772.0155000000002
2014-09-02,3254.15,2014.0,9.0,2.0,1.0,3.0,469.436,1451.6499999999999,1029.5155000000002
2014-09-03,22.08,2014.0,9.0,3.0,2.0,3.0,3254.15,366.81,980.2683571428573
2014-09-05,296.304,2014.0,9.0,5.0,4.0,3.0,22.08,2070.13,726.864642857143
2014-09-06,100.36,2014.0,9.0,6.0,5.0,3.0,296.304,832.3225,622.2985714285717
2014-09-07,3523.875,2014.0,9.0,7.0,6.0,3.0,100.36,121.24,1108.389285714286
2014-09-08,14228.428,2014.0,9.0,8.0,0.0,3.0,3523.875,92.52,3127.8047142857145
2014-09-09,4043.5879999999997,2014.0,9.0,9.0,1.0,3.0,14228.428,469.436,3638.397857142857
2014-09-10,1855.2279999999998,2014.0,9.0,10.0,2.0,3.0,4043.5879999999997,3254.15,3438.5518571428574
2014-09-11,127.95,2014.0,9.0,11.0,3.0,3.0,1855.2279999999998,22.08,3453.676142857143
2014-09-12,4904.66,2014.0,9.0,12.0,4.0,3.0,127.95,296.304,4112.0127142857145
2014-09-13,1275.408,2014.0,9.0,13.0,5.0,3.0,4904.66,100.36,4279.876714285714
2014-09-14,5023.716,2014.0,9.0,14.0,6.0,3.0,1275.408,3523.875,4494.139714285714
2014-09-15,133.436,2014.0,9.0,15.0,0.0,3.0,5023.716,14228.428,2480.5694285714294
2014-09-16,33.552,2014.0,9.0,16.0,1.0,3.0,133.436,4043.5879999999997,1907.707142857143
2014-09-17,820.523,2014.0,9.0,17.0,2.0,3.0,33.552,1855.2279999999998,1759.8921428571432
2014-09-19,9338.637,2014.0,9.0,19.0,4.0,3.0,820.523,127.95,3075.7045714285714
2014-09-20,5335.968000000001,2014.0,9.0,20.0,5.0,3.0,9338.637,4904.66,3137.3200000000006
2014-09-21,2679.652,2014.0,9.0,21.0,6.0,3.0,5335.968000000001,1275.408,3337.926285714286
2014-09-22,1240.266,2014.0,9.0,22.0,0.0,3.0,2679.652,5023.716,2797.433428571429
2014-09-23,10662.337000000001,2014.0,9.0,23.0,1.0,3.0,1240.266,133.436,4301.562142857144
2014-09-24,211.96,2014.0,9.0,24.0,2.0,3.0,10662.337000000001,33.552,4327.049000000001
2014-09-25,354.88880000000006,2014.0,9.0,25.0,3.0,3.0,211.96,820.523,4260.52982857143
2014-09-26,1480.614,2014.0,9.0,26.0,4.0,3.0,354.88880000000006,9338.637,3137.955114285715
2014-09-27,773.4399999999999,2014.0,9.0,27.0,5.0,3.0,1480.614,5335.968000000001,2486.165400000001
2014-09-28,490.29200000000003,2014.0,9.0,28.0,6.0,3.0,773.4399999999999,2679.652,2173.399685714286
2014-09-29,8109.07,2014.0,9.0,29.0,0.0,3.0,490.29200000000003,1240.266,3154.6574000000005
2014-09-30,987.532,2014.0,9.0,30.0,1.0,3.0,8109.07,10662.337000000001,1772.5424000000003
2014-10-01,4.71,2014.0,10.0,1.0,2.0,4.0,987.532,211.96,1742.9352571428574
2014-10-02,598.144,2014.0,10.0,2.0,3.0,4.0,4.71,354.88880000000006,1777.6860000000001
2014-10-03,862.683,2014.0,10.0,3.0,4.0,4.0,598.144,1480.614,1689.4101428571432
2014-10-04,728.7479999999999,2014.0,10.0,4.0,5.0,4.0,862.683,773.4399999999999,1683.0255714285718
2014-10-05,191.9,2014.0,10.0,5.0,6.0,4.0,728.7479999999999,490.29200000000003,1640.398142857143
2014-10-06,494.71,2014.0,10.0,6.0,0.0,4.0,191.9,8109.07,552.6324285714288
2014-10-07,237.35999999999999,2014.0,10.0,7.0,1.0,4.0,494.71,987.532,445.4650000000002
2014-10-08,147.392,2014.0,10.0,8.0,2.0,4.0,237.35999999999999,4.71,465.8481428571431
2014-10-09,249.35999999999999,2014.0,10.0,9.0,3.0,4.0,147.392,598.144,416.0218571428574
2014-10-10,2049.386,2014.0,10.0,10.0,4.0,4.0,249.35999999999999,862.683,585.5508571428574
2014-10-11,1381.164,2014.0,10.0,11.0,5.0,4.0,2049.386,728.7479999999999,678.7531428571431
2014-10-12,58.53,2014.0,10.0,12.0,6.0,4.0,1381.164,191.9,659.700285714286
2014-10-13,2212.182,2014.0,10.0,13.0,0.0,4.0,58.53,494.71,905.0534285714288
2014-10-14,4525.484,2014.0,10.0,14.0,1.0,4.0,2212.182,237.35999999999999,1517.6425714285717
2014-10-15,206.72400000000002,2014.0,10.0,15.0,2.0,4.0,4525.484,147.392,1526.1185714285716
2014-10-16,194.322,2014.0,10.0,16.0,3.0,4.0,206.72400000000002,249.35999999999999,1518.256
2014-10-17,136.068,2014.0,10.0,17.0,4.0,4.0,194.322,2049.386,1244.9248571428575
2014-10-18,3134.916,2014.0,10.0,18.0,5.0,4.0,136.068,1381.164,1495.4608571428575
2014-10-19,641.104,2014.0,10.0,19.0,6.0,4.0,3134.916,58.53,1578.6857142857145
2014-10-20,1501.104,2014.0,10.0,20.0,0.0,4.0,641.104,2212.182,1477.103142857143
2014-10-21,1356.602,2014.0,10.0,21.0,1.0,4.0,1501.104,4525.484,1024.4057142857146
2014-10-22,223.808,2014.0,10.0,22.0,2.0,4.0,1356.602,206.72400000000002,1026.846285714286
2014-10-24,56.49,2014.0,10.0,24.0,4.0,4.0,223.808,194.322,1007.1560000000002
2014-10-25,103.882,2014.0,10.0,25.0,5.0,4.0,56.49,136.068,1002.5580000000002
2014-10-26,447.88,2014.0,10.0,26.0,6.0,4.0,103.882,3134.916,618.6957142857145
2014-10-27,22.32,2014.0,10.0,27.0,0.0,4.0,447.88,641.104,530.2980000000002
2014-10-28,1510.5819999999999,2014.0,10.0,28.0,1.0,4.0,22.32,1501.104,531.6520000000003
2014-10-29,2813.8120000000004,2014.0,10.0,29.0,2.0,4.0,1510.5819999999999,1356.602,739.8248571428575
2014-10-31,5362.026,2014.0,10.0,31.0,4.0,4.0,2813.8120000000004,223.808,1473.8560000000002
2014-11-01,4732.08,2014.0,11.0,1.0,5.0,4.0,5362.026,56.49,2141.797428571429
2014-11-02,2126.37,2014.0,11.0,2.0,6.0,4.0,4732.08,103.882,2430.724285714286
2014-11-03,2784.163,2014.0,11.0,3.0,0.0,4.0,2126.37,447.88,2764.4790000000003
2014-11-04,6693.7480000000005,2014.0,11.0,4.0,1.0,4.0,2784.163,22.32,3717.540142857143
2014-11-05,1694.564,2014.0,11.0,5.0,2.0,4.0,6693.7480000000005,1510.5819999999999,3743.823285714286
2014-11-06,43.68,2014.0,11.0,6.0,3.0,4.0,1694.564,2813.8120000000004,3348.090142857143
2014-11-07,1449.142,2014.0,11.0,7.0,4.0,4.0,43.68,5362.026,2789.1067142857146
2014-11-08,333.576,2014.0,11.0,8.0,5.0,4.0,1449.142,4732.08,2160.7490000000003
2014-11-09,1574.094,2014.0,11.0,9.0,6.0,4.0,333.576,2126.37,2081.8524285714293
2014-11-10,2002.556,2014.0,11.0,10.0,0.0,4.0,1574.094,2784.163,1970.1942857142863
2014-11-11,8114.548,2014.0,11.0,11.0,1.0,4.0,2002.556,6693.7480000000005,2173.1657142857143
2014-11-12,1054.7612,2014.0,11.0,12.0,2.0,4.0,8114.548,1694.564,2081.765314285715
2014-11-14,1034.73,2014.0,11.0,14.0,4.0,4.0,1054.7612,43.68,2223.343885714286
2014-11-15,1780.822,2014.0,11.0,15.0,5.0,4.0,1034.73,1449.142,2270.726742857143
2014-11-16,1355.9285,2014.0,11.0,16.0,6.0,4.0,1780.822,333.576,2416.7771000000002
2014-11-17,11544.274,2014.0,11.0,17.0,0.0,4.0,1355.9285,1574.094,3841.088528571429
2014-11-18,3406.855,2014.0,11.0,18.0,1.0,4.0,11544.274,2002.556,4041.7026714285716
2014-11-19,7226.086,2014.0,11.0,19.0,2.0,4.0,3406.855,8114.548,3914.7795285714287
2014-11-20,907.5600000000001,2014.0,11.0,20.0,3.0,4.0,7226.086,1054.7612,3893.750785714286
2014-11-21,1249.622,2014.0,11.0,21.0,4.0,4.0,907.5600000000001,1034.73,3924.4496428571433
2014-11-22,1103.298,2014.0,11.0,22.0,5.0,4.0,1249.622,1780.822,3827.6605000000004
2014-11-23,1363.28,2014.0,11.0,23.0,6.0,4.0,1103.298,1355.9285,3828.7107142857153
2014-11-24,5578.606,2014.0,11.0,24.0,0.0,4.0,1363.28,11544.274,2976.4724285714287
2014-11-25,4415.695,2014.0,11.0,25.0,1.0,4.0,5578.606,3406.855,3120.592428571429
2014-11-26,1705.99,2014.0,11.0,26.0,2.0,4.0,4415.695,7226.086,2332.007285714286
2014-11-27,203.66,2014.0,11.0,27.0,3.0,4.0,1705.99,907.5600000000001,2231.450142857143
2014-11-28,2280.83,2014.0,11.0,28.0,4.0,4.0,203.66,1249.622,2378.7655714285715
2014-11-29,649.044,2014.0,11.0,29.0,5.0,4.0,2280.83,1103.298,2313.872142857143
